"Time","PDD Power:"
2019-07-13 01:41:04,false
2019-07-13 01:41:49,false
2019-07-13 01:42:34,false
2019-07-13 03:21:34,false
2019-07-13 03:21:49,false
2019-07-13 03:22:49,false
2019-07-13 03:23:04,false
2019-07-13 03:23:04,false
2019-07-13 18:19:05,false
2019-07-13 18:19:35,false
2019-07-13 19:59:50,false
2019-07-13 20:01:05,false
2019-07-13 20:02:05,false
2019-07-13 20:02:50,false
2019-07-13 20:03:35,false
2019-07-13 20:04:50,false
2019-07-13 21:42:35,false
2019-07-13 21:43:05,false
2019-07-13 21:44:05,false
2019-07-13 21:44:20,false
2019-07-13 23:22:51,false
2019-07-13 23:26:06,false
2019-07-13 23:27:36,false
2019-07-13 23:28:51,false
2019-07-13 23:28:51,false
2019-07-13 23:29:36,false
2019-07-13 23:30:36,false
2019-07-14 01:42:21,false
2019-07-14 01:43:21,false
2019-07-14 18:25:22,false
2019-07-14 20:01:53,false
2019-07-14 20:04:53,false
2019-07-14 20:05:23,false
2019-07-14 20:05:53,false
2019-07-14 20:05:53,false
2019-07-14 20:06:23,false
2019-07-14 20:07:38,false
2019-07-14 21:44:53,false
2019-07-14 21:48:08,false
2019-07-14 21:48:53,false
2019-07-15 00:01:47,false
2019-07-15 00:03:17,false
2019-07-15 01:49:17,false
2019-07-15 16:43:34,false
2019-07-15 19:29:19,false
2019-07-15 21:48:19,false
2019-07-15 21:49:49,false
2019-07-16 18:28:21,false
2019-07-16 18:32:06,false
2019-07-16 18:32:36,false
2019-07-16 18:32:51,false
2019-07-16 20:43:37,false
2019-07-16 21:55:22,false
2019-07-16 21:55:52,false
2019-07-16 23:36:22,false
2019-07-16 23:36:52,false
2019-07-17 00:09:37,false
2019-07-17 00:09:52,false
2019-07-17 15:07:31,false
2019-07-17 16:48:46,false
2019-07-17 20:15:16,false
2019-07-17 21:55:31,false
2019-07-17 21:57:16,false
2019-07-17 21:57:31,false
2019-07-17 21:58:16,false
2019-07-17 22:24:02,false
2019-07-17 22:28:17,false
2019-07-17 22:31:02,false
2019-07-17 22:31:47,false
2019-07-18 03:31:47,false
2019-07-18 14:38:18,false
2019-07-18 20:19:04,false
2019-07-18 20:49:49,false
2019-07-18 20:52:49,false
2019-07-18 21:59:04,false
2019-07-18 22:30:34,false
2019-07-18 22:32:04,false
2019-07-18 22:32:19,false
2019-07-18 22:35:34,false
2019-07-18 22:37:34,false
2019-07-19 00:11:49,false
2019-07-19 00:13:34,false
2019-07-19 00:13:49,false
2019-07-19 00:16:04,false
2019-07-19 01:52:43,false
2019-07-19 01:53:13,false
2019-07-19 01:53:13,false
2019-07-19 15:12:59,false
2019-07-19 15:13:29,false
2019-07-19 18:38:15,false
2019-07-19 18:39:00,false
2019-07-19 18:39:15,false
2019-07-19 20:20:00,false
2019-07-19 20:21:15,false
2019-07-19 20:21:45,false
2019-07-19 20:49:15,false
2019-07-19 20:56:30,false
2019-07-19 20:57:45,false
2019-07-19 20:58:00,false
2019-07-19 22:30:00,false
2019-07-19 22:32:15,false
2019-07-19 22:33:15,false
2019-07-20 00:16:45,false
2019-07-20 00:17:00,false
2019-07-20 18:34:47,false
2019-07-20 19:14:47,false
2019-07-20 20:18:17,false
2019-07-20 20:56:02,false
2019-07-20 20:56:47,false
2019-07-20 20:57:17,false
2019-07-20 22:33:03,false
2019-07-20 22:33:33,false
2019-07-20 22:35:18,false
2019-07-20 22:35:18,false
2019-07-20 22:36:03,false
2019-07-20 22:36:03,false
2019-07-20 22:37:48,false
2019-07-20 22:37:48,false
2019-07-21 11:19:58,false
2019-07-21 20:54:44,false
2019-07-21 20:58:29,false
2019-07-21 21:00:59,false
2019-07-21 21:01:59,false
2019-07-21 21:02:44,false
2019-07-22 13:04:31,false
2019-07-22 15:16:46,false
2019-07-22 15:18:16,false
2019-07-22 18:39:01,false
2019-07-22 18:41:46,false
2019-07-22 19:15:31,false
2019-07-22 19:15:46,false
2019-07-22 19:16:01,false
2019-07-22 19:16:01,false
2019-07-22 20:19:16,false
2019-07-22 20:23:46,false
2019-07-22 20:58:16,false
2019-07-22 22:37:17,false
2019-07-22 22:38:17,false
2019-07-22 22:39:02,false
2019-07-23 11:57:41,false
2019-07-23 13:04:41,false
2019-07-23 13:33:26,false
2019-07-23 15:20:57,false
2019-07-23 17:00:42,false
2019-07-23 17:35:42,false
2019-07-23 17:36:42,false
2019-07-23 18:45:27,false
2019-07-23 18:46:12,false
2019-07-23 19:17:42,false
2019-07-23 19:18:12,false
2019-07-23 20:22:42,false
2019-07-23 20:28:12,false
2019-07-23 20:56:57,false
2019-07-23 21:00:27,false
2019-07-23 21:04:27,false
2019-07-23 22:38:57,false
2019-07-23 22:38:57,false
2019-07-23 22:39:27,false
2019-07-23 22:40:27,false
2019-07-23 22:40:42,false
2019-07-24 09:42:58,false
2019-07-24 21:02:44,false
2019-07-25 18:50:25,false
2019-07-25 18:50:55,false
2019-07-25 19:26:40,false
2019-07-25 21:01:40,false
2019-07-25 21:03:10,false
2019-07-25 21:04:25,false
2019-07-26 08:05:56,false
2019-07-26 11:59:41,false
2019-07-26 11:59:56,false
2019-07-26 12:02:41,false
2019-07-26 13:41:57,false
2019-07-26 13:42:42,false
2019-07-26 15:28:27,false
2019-07-26 17:07:27,false
2019-07-27 11:31:36,false
2019-07-27 13:44:51,false
2019-07-27 15:26:36,false
2019-07-27 15:27:21,false
2019-07-27 17:11:36,false
2019-07-27 17:12:51,false
2019-07-27 17:13:36,false
2019-07-27 17:44:21,false
2019-07-27 19:28:22,false
2019-07-27 19:28:52,false
2019-07-28 06:28:38,false
2019-07-28 06:28:53,false
2019-07-28 13:46:08,false
2019-07-28 13:50:23,false
2019-07-28 15:30:08,false
2019-07-28 15:30:09,false
2019-07-28 15:30:23,false
2019-07-28 15:30:54,false
2019-07-28 15:31:54,false
2019-07-28 15:32:24,false
2019-07-28 15:32:39,false
2019-07-28 16:08:54,false
2019-07-28 17:13:39,false
2019-07-28 17:14:24,false
2019-07-28 17:15:09,false
2019-07-28 17:15:24,false
2019-07-28 17:47:24,false
2019-07-28 17:47:24,false
2019-07-28 17:47:39,false
2019-07-28 17:47:39,false
2019-07-28 17:48:24,false
2019-07-28 19:27:24,false
2019-07-28 19:28:09,false
2019-07-28 19:29:09,false
2019-07-29 06:30:48,false
2019-07-29 15:35:34,false
2019-07-29 15:35:49,false
2019-07-30 10:25:51,false
2019-07-30 10:26:06,false
2019-07-30 10:28:06,false
2019-07-30 10:28:21,false
2019-07-30 10:28:36,false
2019-07-30 10:29:21,false
2019-07-30 13:48:36,false
2019-07-30 13:50:36,false
2019-07-30 13:50:51,false
2019-07-30 16:11:36,false
2019-08-07 01:43:08,false
2019-08-07 06:35:53,false
2019-08-07 06:36:23,false
2019-08-07 06:36:53,false
2019-08-07 08:58:38,false
2019-08-07 09:43:38,false
2019-08-07 10:39:24,false
2019-08-07 11:16:54,false
2019-08-07 11:17:24,false
2019-08-07 11:19:54,false
2019-08-07 11:19:54,false
2019-08-07 11:23:54,false
2019-08-07 12:22:24,false
2019-08-07 16:25:09,false
2019-08-07 16:26:09,false
2019-08-07 16:26:39,false
2019-08-08 01:43:40,false
2019-08-08 05:08:25,false
2019-08-08 05:08:55,false
2019-08-08 05:09:10,false
2019-08-08 05:09:25,false
2019-08-08 05:10:25,false
2019-08-08 07:17:56,false
2019-08-08 07:18:56,false
2019-08-08 08:57:49,false
2019-08-08 09:40:49,false
2019-08-08 09:43:04,false
2019-08-08 09:46:49,false
2019-08-08 10:42:50,false
2019-08-08 11:19:05,false
2019-08-08 11:19:50,false
2019-08-08 11:23:35,false
2019-08-08 11:23:50,false
2019-08-08 11:27:50,false
2019-08-08 13:03:05,false
2019-08-08 13:03:20,false
2019-08-08 13:03:50,false
2019-08-08 13:03:50,false
2019-08-08 13:04:05,false
2019-08-08 13:04:05,false
2019-08-08 13:08:35,false
2019-08-08 13:08:50,false
2019-08-08 13:09:05,false
2019-08-08 14:45:35,false
2019-08-08 14:45:35,false
2019-08-08 16:23:05,false
2019-08-08 16:24:05,false
2019-08-08 16:26:50,false
2019-08-08 16:27:50,false
2019-08-09 13:04:22,false
2019-08-09 13:05:07,false
2019-08-09 13:07:37,false
2019-08-09 13:07:52,false
2019-08-09 13:08:22,false
2019-08-10 09:40:54,false
2019-08-10 09:47:39,false
2019-08-10 11:26:39,false
2019-08-10 11:27:24,false
2019-08-11 05:00:41,false
2019-08-11 05:01:26,false
2019-08-11 05:01:56,false
2019-08-11 08:03:26,false
2019-08-11 08:03:41,false
2019-08-11 08:06:26,false
2019-08-11 08:06:41,false
2019-08-15 04:05:51,false
2019-08-16 05:48:38,false
2019-08-17 22:24:28,false
2019-08-17 22:26:13,false
2019-08-17 22:26:28,false
2019-08-17 22:27:43,false
2019-08-17 22:27:58,false
2019-08-17 22:28:13,false
2019-08-17 22:28:43,false
2019-08-18 00:03:28,false
2019-08-18 00:04:13,false
2019-08-18 00:05:28,false
2019-08-18 00:06:28,false
2019-08-18 00:07:13,false
2019-08-18 00:07:28,false
2019-08-18 00:48:13,false
2019-08-18 00:49:58,false
2019-08-18 00:51:43,false
2019-08-18 01:45:28,false
2019-08-18 01:46:28,false
2019-08-18 01:46:58,false
2019-08-18 01:48:28,false
2019-08-18 01:48:43,false
2019-08-18 01:48:58,false
2019-08-18 01:49:58,false
2019-08-18 02:31:28,false
2019-08-18 02:32:43,false
2019-08-18 02:33:28,false
2019-08-18 03:27:58,false
2019-08-18 04:10:43,false
2019-08-18 04:12:28,false
2019-08-18 04:13:43,false
2019-08-18 09:57:59,false
2019-08-18 22:26:15,false
2019-08-18 22:28:00,false
2019-08-18 22:29:30,false
2019-08-18 22:36:45,false
2019-08-18 22:37:00,false
2019-08-18 22:37:30,false
2019-08-18 22:38:00,false
2019-08-18 23:08:45,false
2019-08-19 00:05:00,false
2019-08-19 00:08:15,false
2019-08-19 00:09:00,false
2019-08-19 00:10:15,false
2019-08-19 00:10:30,false
2019-08-19 00:10:45,false
2019-08-19 00:20:00,false
2019-08-19 00:51:00,false
2019-08-19 00:51:15,false
2019-08-19 00:53:30,false
2019-08-19 01:47:45,false
2019-08-19 01:49:30,false
2019-08-19 01:53:45,false
2019-08-19 02:29:31,false
2019-08-19 02:30:01,false
2019-08-19 02:32:46,false
2019-08-19 02:35:16,false
2019-08-19 02:36:01,false
2019-08-19 03:29:01,false
2019-08-19 04:11:46,false
2019-08-19 04:12:01,false
2019-08-19 04:12:31,false
2019-08-19 04:14:31,false
2019-08-19 04:16:16,false
2019-08-19 04:16:31,false
2019-08-19 04:52:16,false
2019-08-19 05:53:16,false
2019-08-19 05:54:46,false
2019-08-19 05:56:01,false
2019-08-19 05:56:46,false
2019-08-19 06:33:01,false
2019-08-19 06:34:16,false
2019-08-19 06:35:01,false
2019-08-19 08:13:01,false
2019-08-19 08:13:46,false
2019-08-19 08:18:01,false
2019-08-19 20:57:02,false
2019-08-23 21:32:28,false
2019-08-23 21:32:43,false
2019-08-23 21:32:58,false
2019-08-23 21:35:43,false
2019-08-23 21:37:28,false
2019-08-23 21:37:43,false
2019-08-24 01:00:13,false
2019-08-24 01:00:28,false
2019-08-24 01:02:13,false
2019-08-24 02:42:58,false
2019-08-24 02:44:13,false
2019-08-24 02:44:43,false
2019-08-24 02:44:58,false
2019-08-24 19:52:15,false
2019-08-24 19:53:45,false
2019-08-24 21:38:30,false
2019-08-25 01:01:01,false
2019-08-25 01:01:31,false
2019-08-25 01:02:01,false
2019-08-25 01:02:16,false
2019-08-25 01:03:31,false
2019-08-25 02:44:16,false
2019-08-25 04:26:31,false
2019-08-30 18:17:45,false
2019-08-30 18:19:00,false
2019-08-30 18:19:30,false
2019-08-30 18:20:30,false
2019-08-30 18:21:00,false
2019-08-30 18:21:45,false
2019-08-30 21:46:46,false
2019-08-30 23:25:01,false
2019-08-30 23:26:31,false
2019-08-30 23:27:01,false
2019-08-30 23:27:16,false
2019-08-30 23:29:16,false
2019-08-31 01:08:46,false
2019-08-31 01:10:46,false
2019-08-31 01:11:01,false
2019-08-31 01:11:31,false
2019-08-31 16:37:48,false
2019-08-31 18:19:33,false
2019-08-31 18:20:03,false
2019-08-31 23:28:03,false
2019-08-31 23:28:18,false
2019-08-31 23:30:18,false
2019-09-09 22:24:33,false
2019-09-10 14:24:04,false
2019-09-10 14:24:49,false
2019-09-10 14:25:34,false
2019-09-22 22:53:50,false
2019-09-22 22:54:20,false
2019-09-22 22:54:35,false
2019-09-22 22:56:50,false
2019-09-22 22:57:35,false
2019-10-17 00:03:14,false
2019-10-18 17:17:15,false
2019-10-18 17:18:45,false
2019-10-18 17:20:00,false
2019-10-18 17:52:00,false
2019-10-18 18:58:31,false
2019-10-18 18:59:31,false
2019-10-18 22:22:16,false
2019-10-18 22:22:46,false
2019-10-18 22:23:16,false
2019-10-18 22:24:01,false
2019-10-18 22:24:16,false
2019-10-19 00:03:46,false
2019-10-19 00:04:31,false
2019-10-19 15:38:33,false
2019-10-19 17:18:03,false
2019-10-19 19:56:33,false
2019-10-22 20:40:39,false
2019-10-22 20:41:09,false
2019-10-22 20:41:24,false
2019-10-22 22:52:24,false
2019-10-22 22:54:09,false
2019-10-22 22:54:24,false
2019-10-22 22:54:54,false
2019-10-22 22:56:24,false
2019-10-22 22:56:24,false
2019-10-22 22:56:54,false
2019-10-22 22:57:09,false
2019-10-22 22:57:09,false
2019-10-22 22:57:24,false
2019-10-23 15:36:56,false
2019-11-15 10:14:45,false
2019-11-15 10:15:00,false
2019-11-15 10:17:15,false
2019-11-15 10:18:00,false
2019-12-31 05:02:49,false
2020-01-02 06:01:37,false
2020-01-02 06:07:07,false
2020-01-02 07:47:22,false
2020-01-03 02:40:26,false
2020-01-03 02:41:11,false
2020-01-03 04:22:41,false
2020-01-03 04:23:11,false
2020-01-03 04:23:26,false
2020-01-03 04:24:11,false
2020-01-03 04:25:11,false
2020-01-03 06:02:12,false
2020-01-03 06:03:27,false
2020-01-03 06:06:12,false
2020-01-03 07:40:57,false
2020-01-03 07:45:27,false
2020-01-05 13:28:21,false
2020-01-08 01:22:48,false
2020-01-08 01:24:03,false
2020-01-08 01:24:33,false
2020-01-25 15:01:15,false
2020-01-25 16:08:46,false
2020-01-26 00:43:17,false
2020-01-26 11:33:47,false
2020-01-26 11:35:02,false
2020-01-26 14:58:18,false
2020-01-26 16:04:33,false
2020-01-26 16:05:48,false
2020-01-26 16:06:18,false
2020-01-26 16:06:48,false
2020-01-26 22:45:51,false
2020-01-26 22:50:21,false
2020-01-27 02:22:37,false
2020-01-27 11:30:38,false
2020-01-27 11:31:08,false
2020-01-27 11:32:08,false
2020-02-02 02:56:06,false
2020-02-04 21:42:20,false
2020-02-04 21:42:50,false
2020-02-04 21:43:05,false
2020-02-04 21:43:20,false
2020-02-08 09:35:04,false
2020-02-11 18:00:03,false
2020-03-03 23:52:21,false
2020-03-03 23:52:51,false
2020-03-03 23:53:06,false
2020-03-03 23:53:36,false
2020-03-03 23:53:51,false
2020-03-03 23:54:06,false
2020-03-03 23:54:21,false
2020-03-03 23:54:36,false
2020-03-03 23:54:51,false
2020-03-03 23:55:06,false
2020-03-03 23:55:21,false
2020-03-03 23:56:36,false
2020-03-03 23:56:51,false
2020-03-03 23:57:06,false
2020-03-03 23:57:51,false
2020-03-03 23:58:06,false
2020-03-03 23:58:21,false
2020-03-03 23:59:21,false
2020-03-04 03:16:36,false
2020-03-04 03:16:51,false
2020-03-04 03:17:06,false
2020-03-04 03:19:51,false
2020-03-04 03:20:06,false
2020-03-05 08:13:05,false
2020-03-05 08:13:20,false
2020-03-05 08:13:50,false
2020-03-05 08:15:35,false
2020-03-05 20:13:36,false
2020-03-10 04:34:10,false
2020-03-12 16:26:54,false
2020-03-14 14:50:45,false
2020-03-14 16:27:15,false
2020-03-14 16:27:30,false
2020-03-14 16:28:15,false
2020-03-14 16:28:30,false
2020-03-14 16:28:45,false
2020-03-14 16:29:30,false
2020-03-14 16:30:00,false
2020-03-14 16:30:30,false
2020-03-14 16:30:45,false
2020-03-14 16:31:00,false
2020-03-14 16:31:15,false
2020-03-14 16:31:30,false
2020-03-14 16:31:45,false
2020-03-14 16:32:30,false
2020-03-14 16:32:45,false
2020-03-14 16:33:15,false
2020-03-14 16:33:45,false
2020-03-14 16:34:00,false
2020-03-14 16:34:15,false
2020-03-14 16:34:30,false
2020-03-14 16:34:45,false
2020-03-14 16:35:00,false
2020-03-14 16:35:15,false
2020-03-14 16:35:30,false
2020-03-14 16:35:45,false
2020-03-14 16:36:00,false
2020-03-15 16:15:03,false
2020-03-17 21:58:03,false
2020-03-17 21:58:03,false
2020-03-17 21:59:03,false
2020-03-18 21:59:50,false
2020-03-19 16:47:22,false
2020-03-19 20:08:23,false
2020-03-19 20:09:53,false
2020-03-19 20:10:23,false
2020-03-19 20:10:53,false
2020-03-19 20:11:38,false
2020-03-19 21:50:38,false
2020-03-19 21:53:23,false
2020-03-19 21:54:08,false
2020-03-20 02:17:08,false
2020-03-20 02:17:38,false
2020-03-21 12:34:13,false
2020-03-21 12:34:28,false
2020-03-21 12:34:58,false
2020-03-21 12:35:13,false
2020-03-21 12:38:28,false
2020-03-21 12:40:43,false
2020-03-21 12:40:58,false
2020-03-21 12:41:28,false
2020-03-21 12:42:13,false
2020-03-21 12:44:28,false
2020-03-21 18:22:29,false
2020-03-21 18:22:29,false
2020-03-21 18:24:29,false
2020-03-21 18:24:29,false
2020-03-21 18:24:44,false
2020-03-21 18:25:29,false
2020-03-21 20:02:29,false
2020-03-21 20:04:29,false
2020-03-23 22:36:07,false
2020-03-23 22:36:37,false
2020-03-23 22:38:07,false
2020-03-24 16:25:09,false
2020-03-24 16:25:09,false
2020-03-24 16:27:24,false
2020-03-24 16:29:54,false
2020-03-24 16:30:24,false
2020-03-24 16:30:24,false
2020-03-24 16:31:54,false
2020-03-24 16:31:54,false
2020-03-24 16:33:24,false
2020-03-24 16:33:24,false
2020-03-26 16:20:38,false
2020-03-26 16:21:53,false
2020-03-26 16:21:53,false
2020-03-26 16:22:23,false
2020-03-26 16:22:23,false
2020-03-26 16:23:23,false
2020-03-26 16:24:23,false
2020-03-26 16:25:08,false
2020-03-27 08:41:10,false
2020-03-27 08:41:40,false
2020-03-27 08:41:55,false
2020-03-27 16:18:07,false
2020-03-27 16:18:07,false
2020-03-27 16:18:22,false
2020-03-27 16:18:22,false
2020-03-27 16:18:37,false
2020-03-27 16:18:37,false
2020-03-27 16:19:07,false
2020-03-27 16:19:07,false
2020-03-27 16:19:22,false
2020-03-27 16:20:37,false
2020-03-27 19:39:38,false
2020-03-27 19:39:53,false
2020-03-27 19:40:23,false
2020-03-28 20:33:25,false
2020-03-28 20:33:40,false
2020-03-30 16:00:40,false
2020-03-30 16:02:25,false
2020-03-30 16:02:25,false
2020-03-30 16:03:40,false
2020-03-30 16:03:40,false
2020-03-30 16:07:10,false
2020-03-30 16:07:10,false
2020-03-30 16:07:25,false
2020-03-30 16:07:25,false
2020-03-30 16:07:40,false
2020-03-30 16:08:40,false
2020-03-30 16:08:55,false
2020-03-31 06:41:42,false
2020-03-31 06:41:57,false
2020-03-31 06:42:12,false
2020-03-31 06:42:27,false
2020-03-31 06:42:42,false
2020-03-31 06:43:12,false
2020-03-31 06:43:42,false
2020-04-01 15:55:03,false
2020-04-01 15:55:18,false
2020-04-01 15:56:18,false
2020-04-01 15:56:33,false
2020-04-03 10:42:00,false
2020-04-03 10:42:15,false
2020-04-03 10:44:00,false
2020-04-03 10:44:30,false
2020-04-03 10:45:16,false
2020-04-03 12:22:31,false
2020-04-03 12:23:16,false
2020-04-03 12:25:16,false
2020-04-04 04:43:17,false
2020-04-04 04:43:32,false
2020-04-04 04:44:02,false
2020-04-04 04:44:32,false
2020-04-04 04:44:47,false
2020-04-04 04:45:02,false
2020-04-04 16:42:18,false
2020-04-08 02:43:29,false
2020-04-08 02:44:14,false
2020-04-08 02:44:29,false
2020-04-08 02:44:44,false
2020-04-08 02:44:59,false
2020-04-08 02:45:59,false
2020-04-08 02:46:14,false
2020-04-08 02:46:59,false
2020-04-08 02:47:14,false
2020-04-09 02:53:32,false
2020-04-09 02:53:47,false
2020-04-09 02:54:02,false
2020-04-10 09:35:35,false
2020-04-12 00:46:45,false
2020-04-12 00:47:00,false
2020-04-12 00:47:15,false
2020-04-12 00:47:30,false
2020-04-13 12:37:12,false
2020-04-13 12:37:27,false
2020-04-13 12:37:42,false
2020-04-13 12:37:57,false
2020-04-13 12:38:42,false
2020-04-19 20:42:34,false
2020-04-19 20:42:49,false
2020-04-19 20:43:04,false
2020-04-19 20:43:19,false
2020-04-19 20:43:34,false
2020-04-19 20:43:49,false
2020-04-20 20:33:08,false
2020-04-20 20:33:23,false
2020-04-20 20:34:23,false
2020-04-20 20:34:53,false
2020-04-20 20:35:08,false
2020-04-20 20:35:23,false
2020-04-20 20:35:38,false
2020-04-20 20:35:53,false
2020-04-20 20:36:53,false
2020-04-21 08:31:54,false
2020-04-21 08:34:24,false
2020-04-21 08:34:39,false
2020-04-21 08:35:09,false
2020-04-21 08:35:24,false
2020-04-21 08:35:54,false
2020-04-21 08:36:09,false
2020-05-05 02:12:11,false
2020-05-07 00:21:36,false
2020-05-07 12:17:37,false
2020-05-07 12:17:52,false
2020-05-07 12:18:07,false
2020-05-07 12:18:22,false
2020-05-10 10:29:47,false
2020-05-10 10:32:02,false
2020-05-10 10:32:32,false
2020-05-10 10:32:47,false
2020-05-10 10:33:02,false
2020-05-10 10:33:17,false
2020-05-10 10:33:32,false
2020-05-19 06:02:02,false
2020-05-19 06:02:17,false
2020-05-19 17:58:19,false
2020-05-19 17:58:34,false
2020-05-19 17:58:49,false
2020-05-19 17:59:04,false
2020-05-19 17:59:19,false
2020-05-19 18:00:49,false
2020-05-19 18:01:04,false
2020-05-19 18:01:19,false
2020-05-20 05:55:50,false
2020-05-20 05:56:20,false
2020-05-20 17:53:36,false
2020-05-23 15:56:50,false
2020-05-24 15:49:22,false
2020-05-24 15:49:52,false
2020-05-24 15:50:52,false
2020-05-24 15:51:07,false
2020-05-25 03:41:38,false
2020-05-25 03:41:53,false
2020-05-25 03:42:53,false
2020-05-25 03:43:08,false
2020-06-01 11:37:24,false
2020-06-01 11:37:39,false
2020-06-01 11:38:39,false
2020-06-01 11:39:09,false
2020-06-01 11:39:24,false
2020-06-04 21:32:24,false
2020-06-04 21:34:09,false
2020-06-04 21:34:39,false
2020-06-09 19:19:52,false
2020-06-09 19:20:37,false
2020-06-09 19:21:07,false
2020-06-09 19:22:07,false
2020-06-09 19:22:37,false
2020-06-09 19:23:22,false
2020-06-09 19:23:37,false
2020-06-14 05:07:29,false
2020-06-14 05:08:29,false
2020-06-14 05:08:44,false
2020-06-14 05:09:29,false
2020-06-14 05:09:44,false
2020-06-14 05:09:59,false
2020-06-16 15:14:19,false
2020-06-16 15:14:34,false
2020-06-16 15:15:19,false
2020-06-16 15:15:34,false
2020-06-16 15:16:34,false
2020-06-16 15:17:04,false
2020-06-20 14:46:50,false
2020-06-22 12:52:21,false
2020-06-22 12:52:36,false
2020-06-26 10:44:05,false
2020-06-26 10:44:50,false
2020-06-27 20:59:57,false
2020-06-30 20:35:30,false
2020-07-01 08:29:01,false
2020-07-01 08:29:31,false
2020-07-01 08:29:46,false
2020-07-01 08:30:01,false
2020-07-01 08:30:16,false
2020-07-01 08:30:46,false
2020-07-01 08:31:01,false
2020-07-01 20:28:47,false
2020-07-01 20:29:17,false
2020-07-01 20:29:32,false
2020-07-01 20:29:47,false
2020-07-01 20:30:02,false
2020-07-01 20:30:32,false
2020-07-01 20:31:02,false
2020-07-01 20:31:17,false
2020-07-05 06:23:22,false
2020-07-05 06:24:07,false
2020-07-09 04:15:23,false
2020-07-09 04:15:38,false
2020-07-09 04:15:53,false
2020-07-09 04:16:08,false
2020-07-09 04:17:08,false
2020-07-09 06:06:53,false
2020-07-09 06:07:08,false
2020-07-09 06:07:23,false
2020-07-09 06:07:38,false
2020-07-09 06:08:23,false
2020-07-09 06:08:38,false
2020-07-10 04:08:40,false
