Time,57175.distinct V
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,5.04
2023-06-22 03:00:00,4.79
2023-06-22 03:00:00,4.86
2023-06-22 03:00:00,4.96
2023-06-22 03:00:00,4.81
2023-06-22 03:00:00,4.79
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.32
2023-06-22 03:00:00,4.97
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.78
2023-06-22 03:00:00,4.81
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,4.83
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.97
2023-06-22 03:00:00,5.08
2023-06-22 03:00:00,4.91
2023-06-22 03:00:00,4.21
2023-06-22 03:00:00,5.07
2023-06-22 03:00:00,4.86
2023-06-22 03:00:00,5.02
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,4.84
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,5.02
2023-06-22 03:00:00,5.03
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,5.08
2023-06-22 03:00:00,5.08
2023-06-22 03:00:00,4.98
2023-06-22 03:00:00,5.07
2023-06-22 03:00:00,4.76
2023-06-22 03:00:00,4.68
2023-06-22 03:00:00,4.75
2023-06-22 03:00:00,5.01
2023-06-22 03:00:00,5.03
2023-06-22 03:00:00,5.05
2023-06-22 03:00:00,5.01
2023-06-22 03:00:00,5.08
2023-06-22 03:00:00,5.02
2023-06-22 03:00:00,5.01
2023-06-22 03:00:00,5.0
2023-06-22 03:00:00,4.99
2023-06-22 03:00:00,4.98
2023-06-22 03:00:00,4.98
2023-06-22 03:00:00,4.92
2023-06-22 03:00:00,4.3
2023-06-22 03:00:00,4.8
2023-06-22 03:00:00,4.78
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.81
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,5.05
2023-06-22 03:00:00,4.99
2023-06-22 03:00:00,5.06
2023-06-22 03:00:00,4.23
2023-06-22 03:00:00,4.76
2023-06-22 03:00:00,4.34
2023-06-22 03:00:00,4.72
2023-06-22 03:00:00,4.58
2023-06-22 03:00:00,4.42
2023-06-22 03:00:00,4.96
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,5.06
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,4.22
2023-06-22 03:00:00,4.83
2023-06-22 03:00:00,4.81
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.9
2023-06-22 03:00:00,4.79
2023-06-22 03:00:00,4.25
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.86
2023-06-22 03:00:00,4.9
2023-06-22 03:00:00,4.96
2023-06-22 03:00:00,5.05
2023-06-22 03:00:00,4.91
2023-06-22 03:00:00,4.84
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.15
2023-06-22 03:00:00,4.16
2023-06-22 03:00:00,4.68
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,5.03
2023-06-22 03:00:00,4.9
2023-06-22 03:00:00,4.9
2023-06-22 03:00:00,4.8
2023-06-22 03:00:00,4.15
2023-06-22 03:00:00,4.16
2023-06-22 03:00:00,4.16
2023-06-22 03:00:00,4.76
2023-06-22 03:00:00,4.42
2023-06-22 03:00:00,4.92
2023-06-22 03:00:00,4.65
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,4.94
2023-06-22 03:00:00,4.96
2023-06-22 03:00:00,4.84
2023-06-22 03:00:00,4.9
2023-06-22 03:00:00,4.91
2023-06-22 03:00:00,4.84
2023-06-22 03:00:00,5.0
2023-06-22 03:00:00,4.99
2023-06-22 03:00:00,5.01
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.93
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.83
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,4.94
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,4.98
2023-06-22 03:00:00,4.78
2023-06-22 03:00:00,5.09
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.98
2023-06-22 03:00:00,5.0
2023-06-22 03:00:00,4.89
2023-06-22 03:00:00,4.84
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.83
2023-06-22 03:00:00,4.12
2023-06-22 03:00:00,4.17
2023-06-22 03:00:00,4.23
2023-06-22 03:00:00,4.97
2023-06-22 03:00:00,4.92
2023-06-22 03:00:00,5.04
2023-06-22 03:00:00,5.01
2023-06-22 03:00:00,4.5
2023-06-22 03:00:00,5.04
2023-06-22 03:00:00,4.16
2023-06-22 03:00:00,4.12
2023-06-22 03:00:00,4.11
2023-06-22 03:00:00,4.12
2023-06-22 03:00:00,4.11
2023-06-22 03:00:00,4.77
2023-06-22 03:00:00,4.77
2023-06-22 03:00:00,4.18
2023-06-22 03:00:00,4.19
2023-06-22 03:00:00,4.79
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,4.88
2023-06-22 03:00:00,4.82
2023-06-22 03:00:00,4.22
2023-06-22 03:00:00,4.8
2023-06-22 03:00:00,4.66
2023-06-22 03:00:00,4.91
2023-06-22 03:00:00,4.78
2023-06-22 03:00:00,4.73
2023-06-22 03:00:00,4.31
2023-06-22 03:00:00,4.99
2023-06-22 03:00:00,4.46
2023-06-22 03:00:00,4.85
2023-06-22 03:00:00,4.95
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,4.91
2023-06-22 03:00:00,4.94
2023-06-22 03:00:00,4.8
2023-06-22 03:00:00,4.87
2023-06-22 03:00:00,5.05
2023-06-22 03:00:00,4.76
2023-06-22 03:00:00,4.76
2023-06-29 03:00:00,4.15
2023-06-29 03:00:00,4.16
2023-06-29 03:00:00,4.15
2023-06-29 03:00:00,4.16
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.97
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.16
2023-06-29 03:00:00,4.16
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.99
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.15
2023-06-29 03:00:00,4.15
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,4.14
2023-06-29 03:00:00,4.14
2023-06-29 03:00:00,4.13
2023-06-29 03:00:00,4.12
2023-06-29 03:00:00,4.11
2023-06-29 03:00:00,4.12
2023-06-29 03:00:00,4.12
2023-06-29 03:00:00,4.11
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,5.05
2023-06-29 03:00:00,4.2
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,5.01
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.73
2023-06-29 03:00:00,4.62
2023-06-29 03:00:00,4.51
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,4.18
2023-06-29 03:00:00,4.18
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.01
2023-06-29 03:00:00,4.21
2023-06-29 03:00:00,4.17
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.02
2023-06-29 03:00:00,5.09
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,5.09
2023-06-29 03:00:00,5.08
2023-06-29 03:00:00,5.06
2023-06-29 03:00:00,5.08
2023-06-29 03:00:00,5.06
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.18
2023-06-29 03:00:00,4.02
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.04
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.05
2023-06-29 03:00:00,4.67
2023-06-29 03:00:00,5.04
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,4.64
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.63
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.67
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,5.01
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,5.07
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.99
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,5.07
2023-06-29 03:00:00,5.07
2023-06-29 03:00:00,5.04
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,5.01
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,5.05
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,5.02
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,5.02
2023-06-29 03:00:00,5.02
2023-06-29 03:00:00,5.08
2023-06-29 03:00:00,5.08
2023-06-29 03:00:00,5.06
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,5.03
2023-06-29 03:00:00,5.01
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,4.8
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,5.01
2023-06-29 03:00:00,4.68
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,4.03
2023-06-29 03:00:00,4.01
2023-06-29 03:00:00,4.97
2023-06-29 03:00:00,4.03
2023-06-29 03:00:00,4.98
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.03
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,4.01
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.64
2023-06-29 03:00:00,4.65
2023-06-29 03:00:00,4.19
2023-06-29 03:00:00,5.02
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.18
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,4.97
2023-06-29 03:00:00,4.84
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.74
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,4.87
2023-06-29 03:00:00,4.93
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,4.78
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.92
2023-06-29 03:00:00,4.94
2023-06-29 03:00:00,4.97
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,4.85
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,4.79
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.31
2023-06-29 03:00:00,4.77
2023-06-29 03:00:00,4.75
2023-06-29 03:00:00,4.36
2023-06-29 03:00:00,4.16
2023-06-29 03:00:00,4.97
2023-06-29 03:00:00,4.17
2023-06-29 03:00:00,5.0
2023-06-29 03:00:00,4.74
2023-06-29 03:00:00,4.69
2023-06-29 03:00:00,4.7
2023-06-29 03:00:00,4.71
2023-06-29 03:00:00,4.22
2023-06-29 03:00:00,4.2
2023-06-29 03:00:00,4.34
2023-06-29 03:00:00,4.3
2023-06-29 03:00:00,4.38
2023-06-29 03:00:00,4.75
2023-06-29 03:00:00,4.89
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.22
2023-06-29 03:00:00,4.7
2023-06-29 03:00:00,4.99
2023-06-29 03:00:00,4.95
2023-06-29 03:00:00,4.96
2023-06-29 03:00:00,4.3
2023-06-29 03:00:00,4.51
2023-06-29 03:00:00,4.35
2023-06-29 03:00:00,4.7
2023-06-29 03:00:00,4.24
2023-06-29 03:00:00,4.14
2023-06-29 03:00:00,4.86
2023-06-29 03:00:00,4.9
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.75
2023-06-29 03:00:00,4.81
2023-06-29 03:00:00,4.54
2023-06-29 03:00:00,5.06
2023-06-29 03:00:00,4.91
2023-06-29 03:00:00,4.2
2023-06-29 03:00:00,4.21
2023-06-29 03:00:00,4.33
2023-06-29 03:00:00,5.13
2023-06-29 03:00:00,4.74
2023-06-29 03:00:00,4.74
2023-06-29 03:00:00,4.13
2023-06-29 03:00:00,4.13
2023-06-29 03:00:00,4.74
2023-06-29 03:00:00,4.82
2023-06-29 03:00:00,4.73
2023-06-29 03:00:00,4.73
2023-06-29 03:00:00,4.35
2023-06-29 03:00:00,4.32
2023-06-29 03:00:00,4.19
2023-06-29 03:00:00,4.2
2023-06-29 03:00:00,4.7
2023-06-29 03:00:00,4.88
2023-06-29 03:00:00,4.83
2023-06-29 03:00:00,4.69
2023-06-29 03:00:00,4.76
2023-06-29 03:00:00,4.43
2023-06-29 03:00:00,4.18
2023-06-29 03:00:00,4.32
2023-06-29 03:00:00,4.68
2023-06-29 03:00:00,5.1
2023-06-29 03:00:00,4.2
2023-06-29 03:00:00,4.21
2023-06-29 03:00:00,4.73
2023-06-29 03:00:00,4.17
2023-06-29 03:00:00,4.33
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.93
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,4.76
2023-07-06 03:00:00,4.76
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,4.76
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,4.62
2023-07-06 03:00:00,4.17
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.33
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.35
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.95
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.71
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.75
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.97
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.94
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.93
2023-07-06 03:00:00,4.19
2023-07-06 03:00:00,4.93
2023-07-06 03:00:00,4.94
2023-07-06 03:00:00,5.06
2023-07-06 03:00:00,4.75
2023-07-06 03:00:00,4.76
2023-07-06 03:00:00,4.75
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.98
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.18
2023-07-06 03:00:00,4.17
2023-07-06 03:00:00,4.96
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.71
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.79
2023-07-06 03:00:00,4.16
2023-07-06 03:00:00,4.2
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.95
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.91
2023-07-06 03:00:00,5.07
2023-07-06 03:00:00,4.91
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.31
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.81
2023-07-06 03:00:00,4.18
2023-07-06 03:00:00,4.75
2023-07-06 03:00:00,4.88
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.94
2023-07-06 03:00:00,4.94
2023-07-06 03:00:00,4.14
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.82
2023-07-06 03:00:00,4.78
2023-07-06 03:00:00,5.04
2023-07-06 03:00:00,4.95
2023-07-06 03:00:00,4.76
2023-07-06 03:00:00,4.42
2023-07-06 03:00:00,4.36
2023-07-06 03:00:00,5.05
2023-07-06 03:00:00,4.98
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.8
2023-07-06 03:00:00,4.91
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,4.12
2023-07-06 03:00:00,4.77
2023-07-06 03:00:00,4.14
2023-07-06 03:00:00,4.72
2023-07-06 03:00:00,4.85
2023-07-06 03:00:00,4.35
2023-07-06 03:00:00,4.59
2023-07-06 03:00:00,4.9
2023-07-06 03:00:00,5.05
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.72
2023-07-06 03:00:00,4.83
2023-07-06 03:00:00,4.74
2023-07-06 03:00:00,4.96
2023-07-06 03:00:00,4.15
2023-07-06 03:00:00,4.84
2023-07-06 03:00:00,4.97
2023-07-06 03:00:00,4.91
2023-07-06 03:00:00,4.19
2023-07-06 03:00:00,4.93
2023-07-06 03:00:00,4.27
2023-07-06 03:00:00,4.93
2023-07-06 03:00:00,4.19
2023-07-06 03:00:00,4.2
2023-07-06 03:00:00,4.71
2023-07-06 03:00:00,4.87
2023-07-06 03:00:00,4.89
2023-07-06 03:00:00,4.99
2023-07-06 03:00:00,4.95
2023-07-06 03:00:00,4.16
2023-07-06 03:00:00,4.73
2023-07-06 03:00:00,4.99
2023-07-06 03:00:00,4.98
2023-07-06 03:00:00,5.01
2023-07-06 03:00:00,4.13
2023-07-06 03:00:00,4.13
2023-07-06 03:00:00,4.13
2023-07-06 03:00:00,4.13
2023-07-06 03:00:00,4.12
2023-07-06 03:00:00,4.12
2023-07-06 03:00:00,4.45
2023-07-06 03:00:00,4.19
2023-07-06 03:00:00,4.24
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.95
2023-07-06 03:00:00,4.92
2023-07-06 03:00:00,4.94
2023-07-06 03:00:00,5.01
2023-07-06 03:00:00,4.2
2023-07-06 03:00:00,4.74
2023-07-06 03:00:00,4.97
2023-07-06 03:00:00,4.86
2023-07-06 03:00:00,4.14
2023-07-06 03:00:00,4.19
2023-07-06 03:00:00,4.22
2023-07-06 03:00:00,4.6
2023-07-06 03:00:00,4.74
2023-07-06 03:00:00,4.3
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,4.91
2023-07-13 03:00:00,4.76
2023-07-13 03:00:00,4.84
2023-07-13 03:00:00,4.75
2023-07-13 03:00:00,4.74
2023-07-13 03:00:00,4.96
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.87
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.85
2023-07-13 03:00:00,4.91
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.89
2023-07-13 03:00:00,4.95
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,4.88
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.12
2023-07-13 03:00:00,4.94
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.76
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.77
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.13
2023-07-13 03:00:00,4.83
2023-07-13 03:00:00,4.87
2023-07-13 03:00:00,4.99
2023-07-13 03:00:00,4.83
2023-07-13 03:00:00,4.85
2023-07-13 03:00:00,4.95
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.77
2023-07-13 03:00:00,4.86
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.93
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,4.81
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.87
2023-07-13 03:00:00,4.98
2023-07-13 03:00:00,4.84
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.94
2023-07-13 03:00:00,4.73
2023-07-13 03:00:00,4.76
2023-07-13 03:00:00,4.89
2023-07-13 03:00:00,4.76
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,5.11
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.85
2023-07-13 03:00:00,4.21
2023-07-13 03:00:00,4.9
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.98
2023-07-13 03:00:00,4.16
2023-07-13 03:00:00,4.89
2023-07-13 03:00:00,4.89
2023-07-13 03:00:00,4.13
2023-07-13 03:00:00,4.34
2023-07-13 03:00:00,4.82
2023-07-13 03:00:00,4.96
2023-07-13 03:00:00,4.87
2023-07-13 03:00:00,4.14
2023-07-13 03:00:00,4.85
2023-07-13 03:00:00,4.73
2023-07-13 03:00:00,4.78
2023-07-13 03:00:00,4.77
2023-07-13 03:00:00,4.84
2023-07-13 03:00:00,4.83
2023-07-13 03:00:00,4.86
2023-07-13 03:00:00,4.13
2023-07-13 03:00:00,4.13
2023-07-13 03:00:00,4.13
2023-07-13 03:00:00,4.94
2023-07-13 03:00:00,4.14
2023-07-13 03:00:00,4.14
2023-07-13 03:00:00,4.91
2023-07-13 03:00:00,4.9
2023-07-13 03:00:00,4.16
2023-07-13 03:00:00,4.91
2023-07-13 03:00:00,4.58
2023-07-13 03:00:00,4.87
2023-07-13 03:00:00,4.74
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.69
2023-07-13 03:00:00,4.79
2023-07-13 03:00:00,4.88
2023-07-13 03:00:00,4.99
2023-07-13 03:00:00,4.8
2023-07-13 03:00:00,4.88
2023-07-13 03:00:00,4.75
2023-07-13 03:00:00,4.19
